Year,Crops,Area,Average_Yield,Production,Autum_Area,Autum_Average_Yield ,Autum_Production,Summer_Area,Summer_Average_Yield,Summer_Production
2005,Lettuce,2125,2.4,5042.1,1681.4,2.4,4047.1,443.6,2.2,995
2005,Sweet melon,64.3,2.9,183.2,0,0,0,64.3,2.9,183.2
2005,Water melon,257.2,4.5,1157.4,0,0,0,257.2,4.5,1157.4
2005,Spinach,64.3,2.5,160.7,0,0,0,64.3,2.5,160.7
2005,Onion green,887.3,2.5,2226.2,829.4,2.5,2097.6,57.9,2.2,128.6
2005,Onion dry,2031.7,3.5,7140.7,938.7,3.3,3117.4,1093,3.7,4023.3
2005,Cucumber,462.9,1.9,861.7,90,1.7,154.3,372.9,1.9,707.4
2005,Turnip,12.9,1.5,19.3,12.9,1.5,19.3,0,0,0
2005,Carrot,1453.1,2.8,4030.6,1369.5,2.8,3819.5,83.6,2.5,211.1
2005,Radish,32.1,1.5,48.2,32.1,1.5,48.2,0,0,0
2005,Others_(Vegetables),401.8,2.6,1051.8,160.7,1.2,196.5,241.1,3.6,855.2
2004,Tomatoes,8687,6.2,53426.1,4215.5,7.1,29736.1,4471.5,5.3,23690
2004,Squash,7452.8,1.6,11978.7,5872.8,1.6,9431.7,1580,1.6,2547
2004,Eggplants,5017,3.5,17731.1,2836,3.6,10300.4,2181,3.4,7430.7
2004,Cucumber,3841.5,8.5,32759.3,3591.5,8.6,30707.3,250,8.2,2052
2004,Potato,8488.7,2.9,24766.9,7482.2,2.9,21848,1006.5,2.9,2918.9
2004,Cabbage,1905,2.9,5582.5,1707.5,3,5074.7,197.5,2.6,507.8
2004,Cauliflower,850,2.4,2056.1,726,2.5,1780.2,124,2.2,275.9
2004,Pepper,2041.7,2.2,4541.5,1593.7,1.9,2965.9,448,3.5,1575.6
2004,Pepper,989.5,2.9,2828.2,855,3,2535.9,134.5,2.2,292.3
2004,Beans,2021.5,0.8,1564.2,1831.5,0.7,1353.5,190,1.1,210.7
2004,Beans,1303.5,2.5,3197.2,882.5,3.1,2691.6,421,1.2,505.6
2004,Peas,125,1.4,173,125,1.4,173,0,0,0
2004,Cowpeas,60.5,0.6,34.9,5,0.9,4.5,55.5,0.6,30.4
2004,Jew's mallow,6635,2.5,16869.7,1443,3,4336.2,5192,2.4,12533.5
2004,Okra,1093,0.7,734.2,258,1.2,308.3,835,0.5,425.9
2004,Lettuce,3626,2.5,8883.7,2976.5,2.4,7277.5,649.5,2.5,1606.2
2004,Sweet melon,195,2.5,495.3,16,3.7,58.5,179,2.4,436.8
2004,Water melon,35,6.8,236.3,0,0,0,35,6.8,236.3
2004,Spinach,4,2.6,10.4,4,2.6,10.4,0,0,0
2004,Onion green,373.5,3.5,1320.5,79.5,4,313.8,294,3.4,1006.7
2004,Onion dry,1454,2.3,3397.5,1165,2.1,2432.5,289,3.3,965
2004,Cucumber,285,1.5,413.3,0,0,0,285,1.5,413.3
2004,Turnip,13,2.1,27,10,2.3,22.5,3,1.5,4.5
2004,Carrot,1899,3.2,6080.9,1866,3.2,5974.9,33,3.2,106
2004,Parsley,34,2.8,94.5,34,2.8,94.5,0,0,0
2004,Radish,76,1.4,107.2,76,1.4,107.2,0,0,0
2004,Others_(Vegetables),274,1.7,454.3,188,1.8,333.5,86,1.4,120.8
2003,Tomatoes,7659,6.1,46322.5,5384.3,6.8,36516.3,2274.7,4.3,9806.2
2003,Squash,4866.7,2,9578.2,4612.8,1.9,8833.5,253.9,2.9,744.7
2003,Eggplants,4743,3.2,15199.3,2652.1,2.9,7709.7,2090.9,3.6,7489.6
2003,Cucumber,2972.8,15.8,47021.1,2899.3,16.1,46580.2,73.5,6,440.9
2003,Potato,9251.6,3.3,30287.7,8800.7,3.3,29112.7,450.9,2.6,1175
2003,Cabbage,1332.8,3.9,5247.6,1286,4,5100.3,46.8,3.2,147.3
2003,Cauliflower,885.1,3.4,3033.2,885.1,3.4,3033.2,0,0,0
2003,Pepper,1309.4,3.4,4452.1,1095.6,3.6,3924.4,213.8,2.5,527.7
2003,Pepper,1102.3,4,4358.3,1028.8,4,4124.5,73.5,3.2,233.8
2003,Beans,1720.2,1.3,2232.8,1720.2,1.3,2232.8,0,0,0
2003,Beans,1583.2,2,3097.2,1075.5,1.9,1994,507.7,2.2,1103.2
2003,Peas,200.4,1.3,250.5,200.4,1.3,250.5,0,0,0
2003,Cowpeas,120.2,2,240.5,0,0,0,120.2,2,240.5
2003,Jew's mallow,6229.4,3.5,21567.7,106.9,3.6,383.8,6122.5,3.5,21183.9
2003,Okra,557.8,0.9,490.7,233.8,0.8,175.4,324,1,315.3
2003,Lettuce,1857.1,3.8,7059.8,1656.7,3.8,6358.4,200.4,3.5,701.4
2003,Spinach,66.8,3.1,208.8,66.8,3.1,208.8,0,0,0
2003,Onion green,2972.8,2.9,8566.4,2094.3,2.6,5438.9,878.5,3.6,3127.5
2003,Onion dry,1733.5,3.4,5800.3,1733.5,3.4,5800.3,0,0,0
2003,Cucumber,20,1.3,24.9,0,0,0,20,1.3,24.9
2003,Carrot,1229.2,3,3727.2,1162.4,3.1,3555.8,66.8,2.6,171.4
2003,Parsley,6.7,2.2,15,6.7,2.2,15,0,0,0
2003,Radish,283.9,1.6,446.7,163.7,1.6,266.3,120.2,1.5,180.4
2003,Others_(Vegetables),30,1.5,45.1,10,1.5,15,20,1.5,30.1
2002,Tomatoes,9697.4,9.6,93198.6,3105.4,11.7,36448.1,6592,8.6,56750.5
2002,Squash,6381.9,2.6,16741.3,5523.5,2.5,13736.9,858.4,3.5,3004.4
2002,Eggplants,7317.8,3.1,22513.2,3208.2,2.5,8129.6,4109.6,3.5,14383.6
2002,Cucumber,3632.4,18.4,66709,3632.4,18.4,66709,0,0,0
2002,Potato,11985.5,2.5,30273.6,9751.7,2.1,20556.6,2233.8,4.4,9717
2002,Cabbage,2598.3,3.4,8781.8,2498.9,3.4,8433.8,99.4,3.5,348
2002,Cauliflower,755.7,2.3,1738.1,689.4,2.3,1585.6,66.3,2.3,152.5
2002,Pepper,2204,4.1,9113.3,928,5.2,4794,1276,3.4,4319.3
2002,Pepper,1312.4,7.5,9816.7,1153.3,7.9,9100.7,159.1,4.5,716
2002,Beans,1909,1.4,2586.7,1909,1.4,2586.7,0,0,0
2002,Beans,1709.2,3.6,6059.7,1205.4,3.8,4516.6,503.8,3.1,1543.1
2002,Cowpeas,218.7,2.8,601.4,0,0,0,218.7,2.8,601.4
2002,Jew's mallow,4639.9,5.9,27254.8,0,0,0,4639.9,5.9,27254.8
2002,Okra,848.4,3.3,2830.3,0,0,0,848.4,3.3,2830.3
2002,Lettuce,2170.8,2.3,4927.7,2170.8,2.3,4927.7,0,0,0
2002,Sweet melon,285,3.6,1011.8,0,0,0,285,3.6,1011.8
2002,Water melon,841.8,5.7,4779.7,0,0,0,841.8,5.7,4779.7
2002,Spinach,238.7,3.5,835.2,198.9,3.5,696,39.8,3.5,139.2
2002,Onion green,1836.1,6.5,11934.7,1491.4,6.5,9694.1,344.7,6.5,2240.6
2002,Onion dry,1272.7,4.1,5169.7,1272.7,4.1,5169.7,0,0,0
2002,Cucumber,271.8,3.3,894.8,0,0,0,271.8,3.3,894.8
2002,Turnip,62.9,3.5,220.4,56.3,3.5,197.2,6.6,3.5,23.2
2002,Carrot,954.5,2.4,2299.4,954.5,2.4,2299.4,0,0,0
2002,Radish,63,4.5,283.4,63,4.5,283.4,0,0,0
2002,Others_(Vegetables),119.3,4.7,555.8,119.3,4.7,555.8,0,0,0
2001,Tomatoes,4223.1,4.6,19576.9,2799.8,4,11188,1423.3,5.9,8388.9
2001,Squash,7819.2,1.9,15023,7574.2,1.9,14595.5,245,1.7,427.5
2001,Eggplants,5818,2.7,15809,3245.2,2.3,7334.2,2572.8,3.3,8474.8
2001,Cucumber,3812.4,10.6,40228.1,3736.7,10.6,39452.1,75.7,10.3,776
2001,Potato,10565,2.3,24214.8,9066,2.1,18676,1499,3.7,5538.8
2001,Cabbage,1163.9,2.5,2874.5,735.1,1.5,1127.6,428.8,4.1,1746.9
2001,Cauliflower,1113.4,2.3,2523.5,854,1.6,1392,259.4,4.4,1131.5
2001,Pepper,2385.4,2.2,5303.5,1653.9,2.4,3880,731.5,2,1423.5
2001,Pepper,1535.7,3,4600.3,1164.6,3.3,3802.4,371.1,2.2,797.9
2001,Beans,2461.1,0.2,467.4,2446.7,0.2,455.1,14.4,0.9,12.3
2001,Beans,2240.6,1.6,3566.6,2031.6,1.7,3400.9,209,0.8,165.7
2001,Peas,43.2,0.1,4.3,43.2,0.1,4.3,0,0,0
2001,Cowpeas,136.9,0.7,98.3,0,0,0,136.9,0.7,98.3
2001,Jew's mallow,5963.5,2.8,16622.5,1808.9,2.6,4690.5,4154.6,2.9,11932
2001,Okra,634.2,1.8,1109.6,136.9,1.5,198,497.3,1.8,911.6
2001,Lettuce,3472.9,1.8,6271.4,2550.4,1.6,4050,922.5,2.4,2221.4
2001,Sweet melon,21.6,3.4,73.5,0,0,0,21.6,3.4,73.5
2001,Water melon,324.3,3.5,1135.1,324.3,3.5,1135.1,0,0,0
2001,Spinach,127.6,2.5,319.1,127.6,2.5,319.1,0,0,0
2001,Onion green,1253.9,2.7,3380.9,886.4,1.9,1720.5,367.5,4.5,1660.4
2001,Onion dry,2241.3,3.7,8283,1412.5,3.4,4743.2,828.8,4.3,3539.8
2001,Cucumber,410.7,1.3,513.4,252.2,1.3,315.3,158.5,1.3,198.1
2001,Carrot,2158.4,1.1,2285.7,2158.4,1.1,2285.7,0,0,0
2001,Parsley,41.1,2.9,117.1,41.1,2.9,117.1,0,0,0
2001,Radish,113.1,2,227.8,113.1,2,227.8,0,0,0
2001,Others_(Vegetables),774.7,2.9,2273.4,486.4,3.1,1509.5,288.3,2.7,763.9
2000,Tomatoes,8311.5,6.8,56888.8,3716.3,11.5,42648.3,4595.2,3.1,14240.5
2000,Squash,5863.3,0.8,4773.8,4775.2,0.7,3481.1,1088.1,1.2,1292.7
2000,Eggplants,3969.1,1.7,6633.6,2316.9,1.8,4043,1652.2,1.6,2590.6
2000,Cucumber,3121.2,10.5,32828.8,2914,10.4,30320.2,207.2,12.1,2508.6
2000,Potato,8171.8,2.6,20932.8,6267.4,2.5,15330.1,1904.4,2.9,5602.7
2000,Cabbage,1192.1,2.5,2948.6,1063.3,2.3,2476.4,128.8,3.7,472.2
2000,Cauliflower,659.8,0.8,517.2,616.6,0.6,381.1,43.2,3.2,136.1
2000,Pepper,2084.3,1.8,3699.1,1295.1,1.9,2438.7,789.2,1.6,1260.4
2000,Pepper,809.3,2.3,1870.3,701.4,2.3,1593.6,107.9,2.6,276.7
2000,Beans,2382.3,0.2,445.6,2303.5,0.2,387,78.8,0.7,58.6
2000,Beans,3124,0.7,2117.4,2073.9,0.8,1617.6,1050.1,0.5,499.8
2000,Peas,165.1,1.2,200.8,165.1,1.2,200.8,0,0,0
2000,Cowpeas,214.7,0.5,96.4,0,0,0,214.7,0.5,96.4
2000,Jew's mallow,8920.5,1.8,15850,1038,1.7,1732.4,7882.5,1.8,14117.6
2000,Okra,1166.9,0.9,1098.9,193.6,1.2,236.6,973.3,0.9,862.3
2000,Lettuce,2537.8,2,5001.8,2031,2,4131.1,506.8,1.7,870.7
2000,Sweet melon,85.9,3.5,297,0,0,0,85.9,3.5,297
2000,Spinach,251,1.5,383,251,1.5,383,0,0,0
2000,Onion green,2502.9,3.6,9023.5,1924,4.2,8000,578.9,1.8,1023.5
2000,Onion dry,2213.9,2,4417.4,1599.8,1.9,3094,614.1,2.2,1323.4
2000,Cucumber,716.7,1.1,794.4,71.3,0.9,60.6,645.4,1.1,733.8
2000,Turnip,14.4,2.9,41.4,14.4,2.9,41.4,0,0,0
2000,Carrot,3518.8,2.1,7294.5,3518.8,2.1,7294.5,0,0,0
2000,Parsley,28.5,1.2,33,28.5,1.2,33,0,0,0
2000,Radish,28.5,2.7,75.6,28.5,2.7,75.6,0,0,0
1999,Tomatoes,12659.7,6.2,78054.5,7869.2,8.5,66471.1,4790.5,2.4,11583.4
1999,Squash,5865.9,1.2,6991.2,5350,1.2,6436.1,515.9,1.1,555.1
1999,Eggplants,4204.3,2.8,11799.5,2964.8,2.5,7417.9,1239.5,3.5,4381.6
1999,Cucumber,3792.3,9.3,35099.9,3219.4,9.8,31524.4,572.9,6.2,3575.5
1999,Potato,9152.2,1.6,14688.4,7363.3,1.6,11913.8,1788.9,1.6,2774.6
1999,Cabbage,974.9,3.3,3236.7,974.9,3.3,3236.7,0,0,0
1999,Cauliflower,948.1,2.9,2780.8,948.1,2.9,2780.8,0,0,0
1999,Pepper,2757.1,3.3,8962.5,1634.8,2.8,4606.9,1122.3,3.9,4355.6
1999,Pepper,1011.7,2.4,2463.6,917.9,2.5,2270,93.8,2.1,193.6
1999,Beans,3474,0.7,2324.1,3474,0.7,2324.1,0,0,0
1999,Beans,2107.2,1.3,2788.1,1524.3,1.5,2327.6,582.9,0.8,460.5
1999,Peas,167.5,0.6,103.9,167.5,0.6,103.9,0,0,0
1999,Cowpeas,214.4,0.2,45.7,0,0,0,214.4,0.2,45.7
1999,Jew's mallow,7390.1,1.6,11916.7,422.1,2.1,886.4,6968,1.6,11030.3
1999,Okra,559.5,0.3,148.8,0,0,0,559.5,0.3,148.8
1999,Lettuce,1906.2,2.8,5337,1805.7,2.9,5166.1,100.5,1.7,170.9
1999,Sweet melon,50.3,3.5,175.9,0,0,0,50.3,3.5,175.9
1999,Water melon,201,1.5,302.3,0,0,0,201,1.5,302.3
1999,Spinach,33.5,2.1,70.4,33.5,2.1,70.4,0,0,0
1999,Onion green,3316.5,1,3296.6,3249.5,1,3243,67,0.8,53.6
1999,Onion dry,1735.3,2.6,4440.4,1219.4,2.9,3518,515.9,1.8,922.4
1999,Cucumber,67,0.8,54.3,0,0,0,67,0.8,54.3
1999,Turnip,93.8,2.6,243.9,93.8,2.6,243.9,0,0,0
1999,Carrot,1782.2,3.9,6941.7,1782.2,3.9,6941.7,0,0,0
1999,Radish,46.9,2.3,109.3,46.9,2.3,109.3,0,0,0
1999,Others_(Vegetables),810.7,1.2,948,134,1.6,217.1,676.7,1.1,730.9
1998,Tomatoes,9239.9,2.8,25379.9,5340.6,3.1,16454.4,3899.3,2.3,8925.5
1998,Squash,4414.9,1.9,8483,4067.7,2,7919.8,347.2,1.6,563.2
1998,Eggplants,3559.8,2.6,9062.4,2265.2,2.2,4967.6,1294.6,3.2,4094.8
1998,Cucumber,2833.3,9.2,26109.7,2749.7,9.1,25082.8,83.6,12.3,1026.9
1998,Potato,8509.4,1.5,12491.5,7494.2,1.4,10544.3,1015.2,1.9,1947.2
1998,Cabbage,889,1.4,1228.9,778.6,1.2,910.2,110.4,2.9,318.7
1998,Cauliflower,568.4,2.5,1395.4,568.4,2.5,1395.4,0,0,0
1998,Pepper,1564.7,2.7,4288.3,1251.2,2.7,3387,313.5,2.9,901.3
1998,Pepper,918.3,3.2,2918.8,665,2.8,1891.9,253.3,4.1,1026.9
1998,Beans,3302.6,0.5,1770.6,3292.5,0.5,1764.8,10.1,0.6,5.8
1998,Beans,2739,1.3,3672.7,1827.2,1.8,3234.1,911.8,0.5,438.6
1998,Peas,16.8,0.8,13,13.4,0.8,10.7,3.4,0.7,2.3
1998,Cowpeas,83.5,0.3,26.4,0,0,0,83.5,0.3,26.4
1998,Jew's mallow,6820.9,1.9,13257,544.1,2,1080,6276.8,1.9,12177
1998,Okra,387.2,0.7,253.2,0,0,0,387.2,0.7,253.2
1998,Lettuce,1614.8,1.9,3091,1381.5,2,2746.4,233.3,1.5,344.6
1998,Sweet melon,458.2,1.2,565.9,0,0,0,458.2,1.2,565.9
1998,Water melon,582.1,3.3,1914.5,0,0,0,582.1,3.3,1914.5
1998,Onion green,206.8,1.5,310.2,206.8,1.5,310.2,0,0,0
1998,Onion dry,4166.1,2.4,9889.8,4039.1,2.4,9754.4,127,1.1,135.4
1998,Cucumber,200,0.9,175,0,0,0,200,0.9,175
1998,Turnip,153.4,2.3,353,153.4,2.3,353,0,0,0
1998,Carrot,1962.5,4,7908.6,1922.5,4.1,7824.6,40,2.1,84
1998,Parsley,20.1,0.1,2,20.1,0.1,2,0,0,0
1998,Radish,30,2.1,63,30,2.1,63,0,0,0
1998,Others_(Vegetables),388.3,1.3,505.8,174.1,1.4,247.5,214.2,1.2,258.3
1997,Tomatoes,14729.9,4,58135.6,5147.9,3.5,17852.9,9582,4.2,40282.7
1997,Squash,5745.5,1.7,9575.4,4566,1.7,7716.5,1179.5,1.6,1858.9
1997,Eggplants,4523,2.1,9335,3406,2.2,7411.5,1117,1.7,1923.5
1997,Cucumber,4009,5.1,20364.8,3702,4.6,17047.7,307,10.8,3317.1
1997,Potato,8145.5,2.3,18414.5,6866,2.4,16519.6,1279.5,1.5,1894.9
1997,Cabbage,934.6,6,5565.8,754.1,6.9,5178.4,180.5,2.2,387.4
1997,Cauliflower,641,2.5,1625.6,508,2.9,1448.8,133,1.3,176.8
1997,Pepper,1785,1.7,3087.8,1600,1.7,2659.2,185,2.3,428.6
1997,Pepper,734.5,3,2215.4,599,3.1,1840.7,135.5,2.8,374.7
1997,Beans,2074,0.5,983.7,1886,0.4,773.3,188,1.1,210.4
1997,Beans,3930.6,1.2,4757.4,1027.5,1.2,1233,2903.1,1.2,3524.4
1997,Peas,53,0.7,36.5,43,0.7,30.3,10,0.6,6.2
1997,Cowpeas,150.5,0.6,95,30.5,0.7,21.8,120,0.6,73.2
1997,Jew's mallow,2550.7,2.6,6494.6,728,2,1449.4,1822.7,2.8,5045.2
1997,Okra,377.5,0.7,255.7,44.5,0.9,39.2,333,0.7,216.5
1997,Lettuce,2189.7,2.2,4903.2,1621.2,2.3,3709.3,568.5,2.1,1193.9
1997,Sweet melon,161.3,2.3,373.1,22,2.3,51.5,139.3,2.3,321.6
1997,Water melon,777,3.7,2885.8,0,0,0,777,3.7,2885.8
1997,Spinach,10,1.7,17,10,1.7,17,0,0,0
1997,Onion green,1480,2.1,3076.5,1059.5,2.3,2416.7,420.5,1.6,659.8
1997,Onion dry,2030.1,4.9,9936,790.1,3.3,2620,1240,5.9,7316
1997,Cucumber,63,4.1,260.7,9,1.1,9.9,54,4.6,250.8
1997,Turnip,30,2.5,75,30,2.5,75,0,0,0
1997,Carrot,2950,2.3,6722.3,2696,2.3,6214.3,254,2,508
1997,Parsley,31,1.6,48.4,11,1.1,12.4,20,1.8,36
1997,Radish,29.5,2.1,62.4,25,2,51.1,4.5,2.5,11.3
1997,Others_(Vegetables),366.7,1.5,556.1,300.2,1.5,443.9,66.5,1.7,112.2
1996,Tomatoes,5319.6,3.4,17808.7,2476.2,2.5,6267.3,2843.4,4.1,11541.4
1996,Squash,2038.5,3.1,6270.4,2038.5,3.1,6270.4,0,0,0
1996,Eggplants,2525,4,10196.6,1961.9,3.4,6650.8,563.1,6.3,3545.8
1996,Cucumber,2181.3,10.5,22814.2,2181.3,10.5,22814.2,0,0,0
1996,Potato,7887.7,2.6,20761,7634.6,2.7,20292.8,253.1,1.9,468.2
1996,Cabbage,604,2.5,1528.7,555.8,2.5,1360,48.2,3.5,168.7
1996,Cauliflower,366.1,2.4,866.6,366.1,2.4,866.6,0,0,0
1996,Pepper,1370.1,1.9,2579.8,1070.2,1.8,1973.4,299.9,2,606.4
1996,Pepper,756.6,3.7,2761.1,706.5,3.7,2616.2,50.1,2.9,144.9
1996,Beans,1416.6,0.9,1216.9,1416.6,0.9,1216.9,0,0,0
1996,Beans,798.8,0.9,727.5,270.6,1.5,393.7,528.2,0.6,333.8
1996,Cowpeas,98.4,0.6,55.8,0,0,0,98.4,0.6,55.8
1996,Jew's mallow,6082.3,2,12077.5,491.6,1.8,884.9,5590.7,2,11192.6
1996,Okra,578.4,0.3,144.6,0,0,0,578.4,0.3,144.6
1996,Lettuce,1291.3,1.8,2343.9,980.4,1.8,1784.3,310.9,1.8,559.6
1996,Sweet melon,20.1,1.4,28.1,0,0,0,20.1,1.4,28.1
1996,Water melon,247.8,2.6,644.3,0,0,0,247.8,2.6,644.3
1996,Spinach,144.8,1.6,231.5,144.8,1.6,231.5,0,0,0
1996,Onion green,182.3,1.7,309.9,182.3,1.7,309.9,0,0,0
1996,Onion dry,5046.7,1.6,7893,5046.7,1.6,7893,0,0,0
1996,Turnip,43.5,2.2,95.8,43.5,2.2,95.8,0,0,0
1996,Carrot,2748.9,1.2,3304.2,2748.9,1.2,3304.2,0,0,0
1996,Parsley,30.4,1,30.4,30.4,1,30.4,0,0,0
1996,Radish,56.8,1.9,108,56.8,1.9,108,0,0,0
1996,Others_(Vegetables),238,1.6,372,60.8,1.5,88.5,177.2,1.6,283.5
1995,Tomatoes,6048.7,3.2,19455.5,2611.1,3.3,8486.1,3437.6,3.2,10969.4
1995,Squash,2995.6,1.5,4545.3,2932.1,1.5,4521.3,63.5,0.4,24
1995,Eggplants,4205.9,5.5,22912.5,2534.2,5.8,14721.2,1671.7,4.9,8191.3
1995,Cucumber,2479.1,9.6,23871.3,2479.1,9.6,23871.3,0,0,0
1995,Potato,4375.1,1.7,7550.5,4314.9,1.7,7438.9,60.2,1.9,111.6
1995,Cabbage,247.4,1.4,351.3,247.4,1.4,351.3,0,0,0
1995,Cauliflower,628.5,1,652.4,628.5,1,652.4,0,0,0
1995,Pepper,1367.4,3.4,4589,1150.1,3.4,3958.6,217.3,2.9,630.4
1995,Pepper,431.3,2.8,1198.6,431.3,2.8,1198.6,0,0,0
1995,Beans,1170.2,0.5,521.9,1170.2,0.5,521.9,0,0,0
1995,Beans,1210.9,1.3,1595.9,454.7,2.2,1000.8,756.2,0.8,595.1
1995,Cowpeas,451.3,0.2,80.7,26.7,0.4,9.8,424.6,0.2,70.9
1995,Jew's mallow,4846.5,2.2,10712.5,66.9,0.5,30.1,4779.6,2.2,10682.4
1995,Okra,207.3,0.2,40.4,0,0,0,207.3,0.2,40.4
1995,Lettuce,882.6,1.7,1537.6,641.9,1.7,1064.9,240.7,2,472.7
1995,Sweet melon,66.9,2.5,167.2,0,0,0,66.9,2.5,167.2
1995,Water melon,434.6,3.6,1564.6,0,0,0,434.6,3.6,1564.6
1995,Spinach,60.2,0.6,36.1,60.2,0.6,36.1,0,0,0
1995,Onion green,193.9,3.1,601.1,193.9,3.1,601.1,0,0,0
1995,Onion dry,4047.1,1.8,7418.3,4047.1,1.8,7418.3,0,0,0
1995,Turnip,264.1,2.7,718.1,264.1,2.7,718.1,0,0,0
1995,Carrot,2905.4,2.3,6551.7,2905.4,2.3,6551.7,0,0,0
1995,Radish,143.8,2.1,303.8,143.8,2.1,303.8,0,0,0
1995,Others_(Vegetables),46.8,0.5,23.1,46.8,0.5,23.1,0,0,0
